FMT_POS_0360,25
FMT_PA_0710,19
FMT_PA_0790,18
FMT_POS_0060,18
FMT_POS_0470,18
FMT_PA_0780,17
FMT_POS_7220,16
FMT_PA_0750,16
FMT_POS_7230,16
FMT_POS_0290,16
FMT_POS_0320,15
FMT_POS_7210,15
FMT_POS_0180,15
FMT_POS_0110,15
FMT_POS_0340,15
FMT_POS_0070,15
FMT_POS_0270,15
FMT_POS_0090,15
FMT_POS_0310,15
FMT_POS_0100,15
FMT_POS_1570,15
FMT_POS_0130,15
FMT_POS_0080,15
FMT_PA_0930,15
FMT_POS_0150,15
FMT_PA_0855,14
FMT_PA_0854,13
FMT_PA_0853,12
FMT_PA_0852,11
FMT_PA_0851,10
FMT_PA_0850,9
ODS_POS_7160,5
ODS_POS_1670,5
FMT_CLM_0010,4
FMT_POS_0190,1
null{,1
