ODS_FIN_1040,35
ODS_POS_1460,13
ODS_FIN_1060,9
ODS_FIN_0351,8
ODS_CLM_0440,6
ODS_FIN_0730,6
ODS_PA_0400,6
ODS_PA_0500_P,3
ODS_FIN_0770,3
ODS_PA_0610_P,3
ODS_FIN_0573,3
ODS_FIN_0571,3
ODS_FIN_0410,3
ODS_INV_7100,2
ODS_CLM_0370,2
ODS_PA_0501_P,2
ODS_PA_0270,2
ODS_SC_6230,2
ODS_UNB_0050,2
ODS_FIN_0570,2
ODS_FIN_0572,2
ODS_FIN_0560,1
ODS_FIN_0380,1
ODS_FIN_0764,1
ODS_INV_7200,1
ODS_FIN_0593,1
ODS_PA_0631_P,1
ODS_FIN_0742,1
ODS_FIN_0561,1
ODS_FIN_0784,1
ODS_FIN_0931,1
ODS_FIN_0950,1
ODS_FIN_0932,1
ODS_INV_7230,1
ODS_FIN_0591,1
ODS_FIN_0910,1
ODS_FIN_0563,1
ODS_FIN_0741,1
ODS_FIN_0806,1
ODS_FIN_0933,1
ODS_FIN_0592,1
ODS_FIN_0590,1
ODS_FIN_0783,1
ODS_FIN_0930,1
ODS_FIN_0802,1
ODS_FIN_0761,1
ODS_FIN_0810,1
ODS_FIN_0765,1
ODS_PA_0630_P,1
ODS_FIN_0762,1
ODS_POS_0670,1
ODS_FIN_0860,1
ODS_FIN_0740,1
ODS_FIN_0830,1
ODS_FIN_0760,1
ODS_FIN_0781,1
ODS_UNB_0510,1
ODS_PA_0621_P,1
ODS_FIN_0800,1
ODS_FIN_0766,1
ODS_FIN_0743,1
ODS_FIN_0782,1
ODS_FIN_0785,1
ODS_FIN_0562,1
ODS_FIN_0804,1
ODS_FIN_0805,1
ODS_CLM_0360,1
ODS_PA_0680,1
ODS_FIN_0801,1
ODS_PA_0550_P,1
ODS_CLM_0510,1
ODS_FIN_0780,1
ODS_FIN_0763,1
ODS_FIN_0420,1
ODS_FIN_0803,1
